address,date,time,SMS Type,Amount (BHD),Merchant,Transaction Category,body
NBK Bahrain,17-05-25,3:35:21 AM,OTP,,,,Your OTP for Login to Mobile Banking is 767064. It is valid for 5 Minutes.
NBK Bahrain,17-05-25,9:02:04 AM,Purchase,12.896,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 12.896 at OLYMPIA on 17/05/2025 09:02. Available balance: BHD 2612.502. For enquiry 17155555.
NBK Bahrain,18-05-25,9:45:04 AM,Purchase,4.21,Platinumlist.net,General,Thank you for using credit card 4285XXX2529 for BHD 4.210 at Platinumlist.net on 18/05/2025 09:45. Available balance: BHD 2608.292. For enquiry 17155555.
NBK Bahrain,18-05-25,3:17:13 PM,Purchase,0.564,SLIDERS RESTAURANT,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.564 at SLIDERS RESTAURANT on 18/05/2025 15:17. Available balance: BHD 2607.728. For enquiry 17155555.
NBK Bahrain,19-05-25,6:24:07 AM,Purchase,63.723,GAMES CORNER EST,General,Thank you for using credit card 4285XXX2529 for BHD 63.723 at GAMES CORNER EST on 19/05/2025 06:24. Available balance: BHD 2544.005. For enquiry 17155555.
NBK Bahrain,19-05-25,3:31:09 PM,Purchase,12.835,Meed Dammam 2,General,Thank you for using credit card 4285XXX2529 for BHD 12.835 at Meed Dammam 2 on 19/05/2025 15:31. Available balance: BHD 2531.170. For enquiry 17155555.
NBK Bahrain,20-05-25,5:40:41 AM,OTP,,,,Your OTP for Login to Mobile Banking is 902736. It is valid for 5 Minutes.
NBK Bahrain,21-05-25,12:42:33 AM,Purchase,3.459,TROLLEY MARKET - A,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 3.459 at TROLLEY MARKET - A on 21/05/2025 00:42. Available balance: BHD 2527.711. For enquiry 17155555.
NBK Bahrain,21-05-25,8:21:05 AM,Purchase,1.838,TAP*Jahez BH,General,Thank you for using credit card 4285XXX2529 for BHD 1.838 at TAP*Jahez BH on 21/05/2025 08:21. Available balance: BHD 2525.873. For enquiry 17155555.
NBK Bahrain,21-05-25,1:16:34 PM,Purchase,9.096,WHIPPED FOOD TRUCK,General,Thank you for using credit card 4285XXX2529 for BHD 9.096 at WHIPPED FOOD TRUCK on 21/05/2025 13:16. Available balance: BHD 2516.777. For enquiry 17155555.
NBK Bahrain,22-05-25,7:37:13 AM,Purchase,9.7,ARSAN GENTS TAILOR,General,Thank you for using credit card 4285XXX2529 for BHD 9.700 at ARSAN GENTS TAILOR on 22/05/2025 07:37. Available balance: BHD 2507.077. For enquiry 17155555.
NBK Bahrain,22-05-25,8:11:43 PM,Purchase,3.039,SCOOP CREAMERY FOR,General,Thank you for using credit card 4285XXX2529 for BHD 3.039 at SCOOP CREAMERY FOR on 22/05/2025 20:11. Available balance: BHD 2504.038. For enquiry 17155555.
NBK Bahrain,22-05-25,10:42:10 PM,Purchase,5.305,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 5.305 at TALABAT.COM on 22/05/2025 22:42. Available balance: BHD 2498.733. For enquiry 17155555.
NBK Bahrain,23-05-25,4:09:12 AM,OTP,,,,Your OTP for Login to Mobile Banking is 203307. It is valid for 5 Minutes.
NBK Bahrain,23-05-25,7:13:08 AM,Purchase,15.897,LEBANESE RESTAURAN,General,Thank you for using credit card 4285XXX2529 for BHD 15.897 at LEBANESE RESTAURAN on 23/05/2025 07:13. Available balance: BHD 2482.836. For enquiry 17155555.
NBK Bahrain,23-05-25,5:08:27 PM,Purchase,1.557,RED BOX COMPANY,General,Thank you for using credit card 4285XXX2529 for BHD 1.557 at RED BOX COMPANY on 23/05/2025 17:08. Available balance: BHD 2481.279. For enquiry 17155555.
NBK Bahrain,24-05-25,12:28:12 AM,Purchase,6.535,UNITED INSURANCE C,General,Thank you for using credit card 4285XXX2529 for BHD 6.535 at UNITED INSURANCE C on 24/05/2025 00:28. Available balance: BHD 2474.744. For enquiry 17155555.
NBK Bahrain,24-05-25,12:34:58 PM,Purchase,9.943,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 9.943 at AL BINDAIRA CAFE W on 24/05/2025 12:34. Available balance: BHD 2464.801. For enquiry 17155555.
NBK Bahrain,24-05-25,5:03:19 PM,OTP,,,,Your OTP for Login to Mobile Banking is 788819. It is valid for 5 Minutes.
NBK Bahrain,24-05-25,5:13:07 PM,OTP,,,,Your OTP for Login to Mobile Banking is 739251. It is valid for 5 Minutes.
NBK Bahrain,24-05-25,5:18:30 PM,Purchase,52.294,PAYPAL *SHOPIFY,General,Thank you for using credit card 4285XXX2529 for BHD 52.294 at PAYPAL *SHOPIFY on 24/05/2025 17:18. Available balance: BHD 2412.507. For enquiry 17155555.
NBK Bahrain,25-05-25,2:58:32 AM,OTP,,,,Your OTP for Login to Mobile Banking is 427681. It is valid for 5 Minutes.
NBK Bahrain,25-05-25,7:52:57 AM,OTP,,,,Your OTP for Login to Mobile Banking is 875248. It is valid for 5 Minutes.
NBK Bahrain,25-05-25,11:38:04 AM,Purchase,0.634,Naseef Restaurant,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.634 at Naseef Restaurant on 25/05/2025 11:38. Available balance: BHD 2411.873. For enquiry 17155555.
NBK Bahrain,25-05-25,11:43:00 AM,Purchase,8.911,BATELCO - E.SERVIC,General,Thank you for using credit card 4285XXX2529 for BHD 8.911 at BATELCO - E.SERVIC on 25/05/2025 11:43. Available balance: BHD 2402.962. For enquiry 17155555.
NBK Bahrain,25-05-25,9:25:34 PM,Purchase,21.7,ROAST WLL,General,Thank you for using credit card 4285XXX2529 for BHD 21.700 at ROAST WLL on 25/05/2025 21:25. Available balance: BHD 2381.262. For enquiry 17155555.
NBK Bahrain,26-05-25,12:25:26 AM,Purchase,6.464,GO RENT A CAR,General,Thank you for using credit card 4285XXX2529 for BHD 6.464 at GO RENT A CAR on 26/05/2025 00:25. Available balance: BHD 2374.798. For enquiry 17155555.
NBK Bahrain,26-05-25,1:47:45 AM,OTP,,,,Your OTP for Login to Mobile Banking is 539647. It is valid for 5 Minutes.
NBK Bahrain,26-05-25,3:30:03 AM,Purchase,19.933,Audible,General,Thank you for using credit card 4285XXX2529 for BHD 19.933 at Audible on 26/05/2025 03:30. Available balance: BHD 2354.865. For enquiry 17155555.
NBK Bahrain,26-05-25,3:36:22 AM,Purchase,5.209,UNITED INSURANCE C,General,Thank you for using credit card 4285XXX2529 for BHD 5.209 at UNITED INSURANCE C on 26/05/2025 03:36. Available balance: BHD 2349.656. For enquiry 17155555.
NBK Bahrain,26-05-25,7:47:26 AM,OTP,,,,Your OTP for Login to Mobile Banking is 151729. It is valid for 5 Minutes.
NBK Bahrain,27-05-25,2:13:25 AM,OTP,,,,Your OTP for Login to Mobile Banking is 906958. It is valid for 5 Minutes.
NBK Bahrain,27-05-25,11:03:45 AM,Purchase,6.399,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 6.399 at TALABAT.COM on 27/05/2025 11:03. Available balance: BHD 2343.257. For enquiry 17155555.
NBK Bahrain,27-05-25,8:59:40 PM,Purchase,22.568,CARIBOU COFFEE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 22.568 at CARIBOU COFFEE on 27/05/2025 20:59. Available balance: BHD 2320.689. For enquiry 17155555.
NBK Bahrain,28-05-25,1:00:55 AM,Purchase,8.816,UBER * PENDING,General,Thank you for using credit card 4285XXX2529 for BHD 8.816 at UBER * PENDING on 28/05/2025 01:00. Available balance: BHD 2311.873. For enquiry 17155555.
NBK Bahrain,28-05-25,1:12:32 AM,Purchase,8.843,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 8.843 at TALABAT.COM on 28/05/2025 01:12. Available balance: BHD 2303.030. For enquiry 17155555.
NBK Bahrain,28-05-25,1:38:08 AM,Purchase,5.37,GO RENT A CAR,General,Thank you for using credit card 4285XXX2529 for BHD 5.370 at GO RENT A CAR on 28/05/2025 01:38. Available balance: BHD 2297.660. For enquiry 17155555.
NBK Bahrain,28-05-25,10:14:12 AM,Purchase,9.181,PAYPAL *PLAYSTATIO,General,Thank you for using credit card 4285XXX2529 for BHD 9.181 at PAYPAL *PLAYSTATIO on 28/05/2025 10:14. Available balance: BHD 2288.479. For enquiry 17155555.
NBK Bahrain,28-05-25,3:59:29 PM,Purchase,6.858,URTH CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 6.858 at URTH CAFE on 28/05/2025 15:59. Available balance: BHD 2281.621. For enquiry 17155555.
NBK Bahrain,29-05-25,3:05:00 AM,Purchase,3.948,Centraal Servcies,General,Thank you for using credit card 4285XXX2529 for BHD 3.948 at Centraal Servcies on 29/05/2025 03:05. Available balance: BHD 2277.673. For enquiry 17155555.
NBK Bahrain,29-05-25,11:59:11 AM,Purchase,9.1,JESR,General,Thank you for using credit card 4285XXX2529 for BHD 9.100 at JESR on 29/05/2025 11:59. Available balance: BHD 2268.573. For enquiry 17155555.
NBK Bahrain,29-05-25,11:57:34 PM,OTP,,,,Your OTP for Login to Mobile Banking is 587408. It is valid for 5 Minutes.
NBK Bahrain,30-05-25,9:18:58 AM,Purchase,5.338,BOSS SPA AND SALON,General,Thank you for using credit card 4285XXX2529 for BHD 5.338 at BOSS SPA AND SALON on 30/05/2025 09:18. Available balance: BHD 2263.235. For enquiry 17155555.
NBK Bahrain,30-05-25,2:56:46 PM,Purchase,16.216,Ashas Sweets and N,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 16.216 at Ashas Sweets and N on 30/05/2025 14:56. Available balance: BHD 2247.019. For enquiry 17155555.
NBK Bahrain,30-05-25,9:18:33 PM,OTP,,,,Your OTP for Login to Mobile Banking is 867646. It is valid for 5 Minutes.
NBK Bahrain,01-06-25,6:26:04 AM,Purchase,16.102,BOOTS,General,Thank you for using credit card 4285XXX2529 for BHD 16.102 at BOOTS on 01/06/2025 06:26. Available balance: BHD 2230.917. For enquiry 17155555.
NBK Bahrain,01-06-25,7:11:19 AM,OTP,,,,Your OTP for Login to Mobile Banking is 774531. It is valid for 5 Minutes.
NBK Bahrain,01-06-25,8:28:43 PM,OTP,,,,Your OTP for Login to Mobile Banking is 589981. It is valid for 5 Minutes.
NBK Bahrain,01-06-25,9:40:49 PM,Purchase,27.885,OSLO CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 27.885 at OSLO CAFE on 01/06/2025 21:40. Available balance: BHD 2203.032. For enquiry 17155555.
NBK Bahrain,01-06-25,9:59:38 PM,Purchase,3.502,AL NAEEM AL AALI R,General,Thank you for using credit card 4285XXX2529 for BHD 3.502 at AL NAEEM AL AALI R on 01/06/2025 21:59. Available balance: BHD 2199.530. For enquiry 17155555.
NBK Bahrain,01-06-25,10:47:58 PM,Purchase,2.934,Google One,General,Thank you for using credit card 4285XXX2529 for BHD 2.934 at Google One on 01/06/2025 22:47. Available balance: BHD 2196.596. For enquiry 17155555.
NBK Bahrain,02-06-25,2:50:00 AM,Purchase,11.016,H & M,General,Thank you for using credit card 4285XXX2529 for BHD 11.016 at H & M on 02/06/2025 02:50. Available balance: BHD 2185.580. For enquiry 17155555.
NBK Bahrain,02-06-25,3:51:32 AM,Purchase,2.565,MIDWAY SUPERMARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 2.565 at MIDWAY SUPERMARKET on 02/06/2025 03:51. Available balance: BHD 2183.015. For enquiry 17155555.
NBK Bahrain,02-06-25,8:55:42 AM,OTP,,,,Your OTP for Login to Mobile Banking is 142775. It is valid for 5 Minutes.
NBK Bahrain,02-06-25,12:20:38 PM,OTP,,,,Your OTP for Login to Mobile Banking is 118718. It is valid for 5 Minutes.
NBK Bahrain,02-06-25,8:43:58 PM,Purchase,28.548,PAYPAL *MIAOSHIXDJ,General,Thank you for using credit card 4285XXX2529 for BHD 28.548 at PAYPAL *MIAOSHIXDJ on 02/06/2025 20:43. Available balance: BHD 2154.467. For enquiry 17155555.
NBK Bahrain,03-06-25,12:48:43 AM,OTP,,,,Your OTP for Login to Mobile Banking is 394374. It is valid for 5 Minutes.
NBK Bahrain,03-06-25,2:46:17 AM,Purchase,1.738,CHWEIHA CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.738 at CHWEIHA CAFE on 03/06/2025 02:46. Available balance: BHD 2152.729. For enquiry 17155555.
NBK Bahrain,03-06-25,11:00:51 AM,OTP,,,,Your OTP for Login to Mobile Banking is 440627. It is valid for 5 Minutes.
NBK Bahrain,03-06-25,3:42:32 PM,Purchase,20.703,GB CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 20.703 at GB CAFE on 03/06/2025 15:42. Available balance: BHD 2132.026. For enquiry 17155555.
NBK Bahrain,03-06-25,4:46:58 PM,Purchase,12.816,SLIDERS RESTAURANT,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 12.816 at SLIDERS RESTAURANT on 03/06/2025 16:46. Available balance: BHD 2119.210. For enquiry 17155555.
NBK Bahrain,03-06-25,11:33:22 PM,Purchase,4.466,FUCOM INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 4.466 at FUCOM INTERNATIONA on 03/06/2025 23:33. Available balance: BHD 2114.744. For enquiry 17155555.
NBK Bahrain,04-06-25,7:12:44 PM,OTP,,,,Your OTP for Login to Mobile Banking is 797469. It is valid for 5 Minutes.
NBK Bahrain,05-06-25,12:31:16 AM,OTP,,,,Your OTP for Login to Mobile Banking is 978034. It is valid for 5 Minutes.
NBK Bahrain,05-06-25,11:15:11 AM,Purchase,20.167,GF ECOM QAR,General,Thank you for using credit card 4285XXX2529 for BHD 20.167 at GF ECOM QAR on 05/06/2025 11:15. Available balance: BHD 2094.577. For enquiry 17155555.
NBK Bahrain,05-06-25,7:08:51 PM,OTP,,,,Your OTP for Login to Mobile Banking is 105290. It is valid for 5 Minutes.
NBK Bahrain,05-06-25,7:14:06 PM,Purchase,0.697,FUCOM INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 0.697 at FUCOM INTERNATIONA on 05/06/2025 19:14. Available balance: BHD 2093.880. For enquiry 17155555.
NBK Bahrain,05-06-25,8:41:06 PM,Purchase,51.946,THE ISLAMIC CENTER,General,Thank you for using credit card 4285XXX2529 for BHD 51.946 at THE ISLAMIC CENTER on 05/06/2025 20:41. Available balance: BHD 2041.934. For enquiry 17155555.
NBK Bahrain,05-06-25,10:28:07 PM,Purchase,5.579,GB CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 5.579 at GB CAFE on 05/06/2025 22:28. Available balance: BHD 2036.355. For enquiry 17155555.
NBK Bahrain,06-06-25,8:39:49 PM,OTP,,,,Your OTP for Login to Mobile Banking is 452678. It is valid for 5 Minutes.
NBK Bahrain,07-06-25,12:30:50 PM,Purchase,26.965,CARIBOU COFFEE - S,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 26.965 at CARIBOU COFFEE - S on 07/06/2025 12:30. Available balance: BHD 2009.390. For enquiry 17155555.
NBK Bahrain,07-06-25,4:54:12 PM,Purchase,1.242,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.242 at TALABAT.COM on 07/06/2025 16:54. Available balance: BHD 2008.148. For enquiry 17155555.
NBK Bahrain,07-06-25,9:45:57 PM,OTP,,,,Your OTP for Login to Mobile Banking is 114330. It is valid for 5 Minutes.
NBK Bahrain,08-06-25,4:58:07 AM,OTP,,,,Your OTP for Login to Mobile Banking is 505425. It is valid for 5 Minutes.
NBK Bahrain,08-06-25,5:26:19 AM,Purchase,0.57,TAP*Jahez BH,General,Thank you for using credit card 4285XXX2529 for BHD 0.570 at TAP*Jahez BH on 08/06/2025 05:26. Available balance: BHD 2007.578. For enquiry 17155555.
NBK Bahrain,08-06-25,7:45:37 AM,Purchase,5.07,UNITED INSURANCE -,General,Thank you for using credit card 4285XXX2529 for BHD 5.070 at UNITED INSURANCE - on 08/06/2025 07:45. Available balance: BHD 2002.508. For enquiry 17155555.
NBK Bahrain,08-06-25,5:44:15 PM,Purchase,12.309,Aljafen Copy Top,General,Thank you for using credit card 4285XXX2529 for BHD 12.309 at Aljafen Copy Top on 08/06/2025 17:44. Available balance: BHD 1990.199. For enquiry 17155555.
NBK Bahrain,09-06-25,11:28:27 AM,Purchase,4.652,WADI CINEMA CONCES,General,Thank you for using credit card 4285XXX2529 for BHD 4.652 at WADI CINEMA CONCES on 09/06/2025 11:28. Available balance: BHD 1985.547. For enquiry 17155555.
NBK Bahrain,09-06-25,4:45:34 PM,Purchase,2.032,GF ECOM QAR,General,Thank you for using credit card 4285XXX2529 for BHD 2.032 at GF ECOM QAR on 09/06/2025 16:45. Available balance: BHD 1983.515. For enquiry 17155555.
NBK Bahrain,10-06-25,1:20:14 AM,Purchase,47.232,FUCOM INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 47.232 at FUCOM INTERNATIONA on 10/06/2025 01:20. Available balance: BHD 1936.283. For enquiry 17155555.
NBK Bahrain,10-06-25,2:08:35 AM,Purchase,4.819,QATAR AIRWAYS USD,General,Thank you for using credit card 4285XXX2529 for BHD 4.819 at QATAR AIRWAYS USD on 10/06/2025 02:08. Available balance: BHD 1931.464. For enquiry 17155555.
NBK Bahrain,10-06-25,6:35:59 PM,OTP,,,,Your OTP for Login to Mobile Banking is 951829. It is valid for 5 Minutes.
NBK Bahrain,11-06-25,2:01:39 AM,Purchase,1.492,CINECO,General,Thank you for using credit card 4285XXX2529 for BHD 1.492 at CINECO on 11/06/2025 02:01. Available balance: BHD 1929.972. For enquiry 17155555.
NBK Bahrain,11-06-25,1:23:11 PM,OTP,,,,Your OTP for Login to Mobile Banking is 330986. It is valid for 5 Minutes.
NBK Bahrain,11-06-25,6:57:42 PM,Purchase,27.856,SOHO MIDDLE EAST W,General,Thank you for using credit card 4285XXX2529 for BHD 27.856 at SOHO MIDDLE EAST W on 11/06/2025 18:57. Available balance: BHD 1902.116. For enquiry 17155555.
NBK Bahrain,12-06-25,1:56:40 AM,Purchase,29.068,National Parking C,General,Thank you for using credit card 4285XXX2529 for BHD 29.068 at National Parking C on 12/06/2025 01:56. Available balance: BHD 1873.048. For enquiry 17155555.
NBK Bahrain,12-06-25,1:14:29 PM,Purchase,3.035,ALJAZIRA S/MARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 3.035 at ALJAZIRA S/MARKET on 12/06/2025 13:14. Available balance: BHD 1870.013. For enquiry 17155555.
NBK Bahrain,12-06-25,1:35:22 PM,Purchase,15.526,BOSS SPA AND SALON,General,Thank you for using credit card 4285XXX2529 for BHD 15.526 at BOSS SPA AND SALON on 12/06/2025 13:35. Available balance: BHD 1854.487. For enquiry 17155555.
NBK Bahrain,12-06-25,2:51:11 PM,Purchase,25.523,Platinumlist.net,General,Thank you for using credit card 4285XXX2529 for BHD 25.523 at Platinumlist.net on 12/06/2025 14:51. Available balance: BHD 1828.964. For enquiry 17155555.
NBK Bahrain,13-06-25,12:31:07 PM,Purchase,6.021,COFFEE BLENDS ZONE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 6.021 at COFFEE BLENDS ZONE on 13/06/2025 12:31. Available balance: BHD 1822.943. For enquiry 17155555.
NBK Bahrain,14-06-25,11:52:01 PM,Purchase,9.893,HAMBELLA SPECIALTY,General,Thank you for using credit card 4285XXX2529 for BHD 9.893 at HAMBELLA SPECIALTY on 14/06/2025 23:52. Available balance: BHD 1813.050. For enquiry 17155555.
NBK Bahrain,15-06-25,4:09:32 AM,Purchase,12.326,VIENNA VENDING SUP,General,Thank you for using credit card 4285XXX2529 for BHD 12.326 at VIENNA VENDING SUP on 15/06/2025 04:09. Available balance: BHD 1800.724. For enquiry 17155555.
NBK Bahrain,15-06-25,4:42:06 AM,OTP,,,,Your OTP for Login to Mobile Banking is 767853. It is valid for 5 Minutes.
NBK Bahrain,15-06-25,4:23:49 PM,Purchase,4.395,KHAN BAGHDAD GRILL,General,Thank you for using credit card 4285XXX2529 for BHD 4.395 at KHAN BAGHDAD GRILL on 15/06/2025 16:23. Available balance: BHD 1796.329. For enquiry 17155555.
NBK Bahrain,15-06-25,8:11:42 PM,Purchase,11.899,URBAN OUTFITTERS -,General,Thank you for using credit card 4285XXX2529 for BHD 11.899 at URBAN OUTFITTERS - on 15/06/2025 20:11. Available balance: BHD 1784.430. For enquiry 17155555.
NBK Bahrain,16-06-25,3:06:18 AM,Purchase,8.536,PINKBERRY,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 8.536 at PINKBERRY on 16/06/2025 03:06. Available balance: BHD 1775.894. For enquiry 17155555.
NBK Bahrain,16-06-25,4:38:59 AM,Purchase,3.19,KEETA,General,Thank you for using credit card 4285XXX2529 for BHD 3.190 at KEETA on 16/06/2025 04:38. Available balance: BHD 1772.704. For enquiry 17155555.
NBK Bahrain,16-06-25,11:40:14 AM,Purchase,1.393,MIDWAY SUPERMARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 1.393 at MIDWAY SUPERMARKET on 16/06/2025 11:40. Available balance: BHD 1771.311. For enquiry 17155555.
NBK Bahrain,16-06-25,11:59:05 AM,Purchase,10.941,OKAY PETROL STATIO,General,Thank you for using credit card 4285XXX2529 for BHD 10.941 at OKAY PETROL STATIO on 16/06/2025 11:59. Available balance: BHD 1760.370. For enquiry 17155555.
NBK Bahrain,16-06-25,3:20:45 PM,Purchase,11.242,BAHRAIN DUTY FREE,General,Thank you for using credit card 4285XXX2529 for BHD 11.242 at BAHRAIN DUTY FREE on 16/06/2025 15:20. Available balance: BHD 1749.128. For enquiry 17155555.
NBK Bahrain,16-06-25,4:34:04 PM,Purchase,26.232,ALOOLA PETROL STAT,General,Thank you for using credit card 4285XXX2529 for BHD 26.232 at ALOOLA PETROL STAT on 16/06/2025 16:34. Available balance: BHD 1722.896. For enquiry 17155555.
